Kurskod;Kursnamn;Högskolepoäng;Anmälningskod;Årtal;Vecka;Studieplatser;Studietakt
SBG061;Geovetenskap;7.5;28500;2021;13;53;0.50
SBG061;Geovetenskap;7.5;28501;2022;13;52;0.50
SBG061;Geovetenskap;7.5;28501;2023;13;52;0.50
SBG061;Geovetenskap;7.5;28501;2024;13;43;0.50
SBG061;Geovetenskap;7.5;28501;2025;13;43;0.50
SB250A;Geovetenskap A;7.5;28501;2015;14;45;0.50
SB250A;Geovetenskap A;7.5;28502;2016;14;45;0.50
SB250A;Geovetenskap A;7.5;28504;2017;14;33;0.50
SBG013;Geovetenskap och geoteknik;7.5;18500;2019;36;35;0.50
SBG013;Geovetenskap och geoteknik;7.5;18500;2020;36;70;0.50
SBG013;Geovetenskap och geoteknik;7.5;18501;2021;35;25;0.50
SBG013;Geovetenskap och geoteknik;7.5;18500;2022;35;73;0.50
SBG318;Geovetenskap och geoteknik;7.5;17320;2023;35;6;0.50
SBG013;Geovetenskap och geoteknik;7.5;17500;2023;35;50;0.50
SBG318;Geovetenskap och geoteknik;7.5;17327;2024;36;6;0.50
SBG013;Geovetenskap och geoteknik;7.5;18500;2024;36;61;0.50
SBG318;Geovetenskap och geoteknik;7.5;17327;2025;36;6;0.50
SBG013;Geovetenskap och geoteknik;7.5;18500;2025;36;61;0.50
SBG131;Geovisualisering i byggd miljö;7.5;17307;2019;46;35;0.50
SBG131;Geovisualisering i byggd miljö;7.5;17306;2020;46;45;0.50
SBG131;Geovisualisering i byggd miljö;7.5;17312;2021;45;35;0.50
SBG131;Geovisualisering i byggd miljö;7.5;17317;2022;45;35;0.50
SBG131;Geovisualisering i byggd miljö;7.5;17301;2023;45;25;0.50
SBG131;Geovisualisering i byggd miljö;7.5;17321;2024;46;25;0.50
SBG131;Geovisualisering i byggd miljö;7.5;17321;2025;46;25;0.50
DVG501;Geovisualisering och bildbehandling;7.5;18431;2013;45;30;0.50
DVG501;Geovisualisering och bildbehandling;7.5;18402;2014;45;30;0.50
DVG501;Geovisualisering och bildbehandling;7.5;28428;2016;4;14;0.50
SBG342;Gestaltning inom byggd miljö;7.5;18605;2020;36;30;0.50
SBG342;Gestaltning inom byggd miljö;7.5;18603;2021;35;38;0.50
SBG342;Gestaltning inom byggd miljö;7.5;18605;2022;35;30;0.50
SBG342;Gestaltning inom byggd miljö;7.5;18602;2023;35;26;0.50
SBG342;Gestaltning inom byggd miljö;7.5;18605;2024;36;26;0.50
SBG342;Gestaltning inom byggd miljö;7.5;18605;2025;36;26;0.50
DV014A;Grundkurs IT;7.5;28416;2013;4;30;0.50
DV014A;Grundkurs IT;7.5;18407;2013;35;30;0.50
DV014A;Grundkurs IT;7.5;28421;2014;4;30;0.50
DV014A;Grundkurs IT;7.5;18423;2014;35;30;0.50
DV014A;Grundkurs IT;7.5;28408;2015;4;30;0.50
DV014A;Grundkurs IT;7.5;28402;2016;4;84;0.50
DV014A;Grundkurs IT;7.5;28420;2017;4;60;0.50
DV014A;Grundkurs IT;7.5;28421;2018;3;50;0.50
DV014A;Grundkurs IT;7.5;18401;2018;36;50;0.50
DV014A;Grundkurs IT;7.5;28421;2019;4;80;0.50
DV014A;Grundkurs IT;7.5;18415;2019;36;80;0.50
DV014A;Grundkurs IT;7.5;28418;2020;4;30;0.50
DV014A;Grundkurs IT;7.5;18419;2020;36;120;0.50
DV014A;Grundkurs IT;7.5;28422;2021;3;120;0.50
DV014A;Grundkurs IT;7.5;18400;2021;35;120;0.50
DV014A;Grundkurs IT;7.5;28425;2022;3;120;0.50
DV014A;Grundkurs IT;7.5;28410;2023;3;150;0.50
DV014A;Grundkurs IT;7.5;18418;2023;35;192;0.50
DV014A;Grundkurs IT;7.5;18413;2024;36;192;0.25
DV014A;Grundkurs IT;7.5;28428;2024;3;192;0.25
DV014A;Grundkurs IT;7.5;18413;2025;36;192;0.25
DV014A;Grundkurs IT;7.5;28428;2025;3;192;0.25
DVG332;Grundläggande applikationsutveckling för GIS;7.5;18421;2022;45;14;0.50
DVG332;Grundläggande applikationsutveckling för GIS;7.5;18415;2023;45;13;0.50
DVG332;Grundläggande applikationsutveckling för GIS;7.5;18425;2024;46;13;0.50
DVG332;Grundläggande applikationsutveckling för GIS;7.5;18425;2025;46;13;0.50
SBG006;Grundläggande fastighetsbildningsteknik;7.5;27311;2015;4;90;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;27402;2015;4;30;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;17426;2015;1;100;0.25
IEG100;Grundläggande inköpsteknik (distans);7.5;27400;2016;4;30;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;27401;2017;4;14;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;27413;2017;4;36;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;27404;2018;3;23;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;27405;2018;3;35;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;27410;2019;4;30;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;27412;2019;4;50;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;17418;2019;46;30;0.50
IEG100;Grundläggande inköpsteknik (distans);7.5;17419;2019;46;50;0.50
LO710A;Grundläggande logistik;7.5;27403;2015;4;150;0.50
LO710A;Grundläggande logistik;7.5;27408;2016;4;150;0.50
LO710A;Grundläggande logistik;7.5;27410;2017;4;82;0.50
LO710A;Grundläggande logistik;7.5;27400;2018;3;90;0.50
LO710A;Grundläggande logistik;7.5;27404;2019;4;30;0.50
SB201A;Grundläggande mätningsteknik;7.5;27312;2015;14;70;0.50
SBG307;Grundläggande mätningsteknik;7.5;27311;2016;14;80;0.50
SBG307;Grundläggande mätningsteknik;7.5;27315;2017;14;69;0.50
SBG307;Grundläggande mätningsteknik;7.5;27321;2018;13;76;0.50
SBG307;Grundläggande mätningsteknik;7.5;27320;2019;14;80;0.50
SBG307;Grundläggande mätningsteknik;7.5;27315;2020;14;53;0.50
SBG307;Grundläggande mätningsteknik;7.5;27313;2021;13;53;0.50
SBG307;Grundläggande mätningsteknik;7.5;27312;2022;13;55;0.50
SBG307;Grundläggande mätningsteknik;7.5;27318;2023;13;45;0.50
SBG307;Grundläggande mätningsteknik;7.5;27312;2024;13;12;0.50
SBG307;Grundläggande mätningsteknik;7.5;27312;2025;13;12;0.50
DVU001;Grundläggande programmering med matematikdidaktisk inriktning för lärare som undervisar i gr 7–9 / spec 8–10 eller komvux grundl;7.5;28428;2020;5;0;0.50
DVU003;Grundläggande programmering med matematikdidaktisk inriktning för lärare som undervisar i gy eller komvux gy nivå;7.5;28429;2020;5;30;0.50
MTG006;Hydraulik och pneumatik;7.5;16201;2019;36;35;0.50
SB276B;Hållbar samhällsplanering;7.5;27201;2015;14;40;0.50
SBG332;Hållbar samhällsplanering;7.5;28606;2019;14;35;0.50
SBG332;Hållbar samhällsplanering;7.5;28600;2020;14;35;0.50
SBG332;Hållbar samhällsplanering;7.5;28605;2021;13;37;0.50
SBG332;Hållbar samhällsplanering;7.5;28603;2022;13;25;0.50
SBG332;Hållbar samhällsplanering;7.5;28604;2023;13;40;0.50
SBG332;Hållbar samhällsplanering;7.5;28604;2024;13;30;0.50
SBG332;Hållbar samhällsplanering;7.5;28604;2025;13;30;0.50
MTG309;Hållfasthetslära för ingenjörer;7.5;26203;2015;4;30;0.50
MTG309;Hållfasthetslära för ingenjörer;7.5;26205;2016;4;30;0.50
MTG309;Hållfasthetslära för ingenjörer;7.5;26202;2017;4;35;0.50
MTG309;Hållfasthetslära för ingenjörer;7.5;26202;2018;3;12;0.50
MTG309;Hållfasthetslära för ingenjörer;7.5;26204;2019;4;15;0.50
SBA335;Individuell projektkurs i geospatial informationsvetenskap;5.0;17317;2019;46;10;0.50
SBA335;Individuell projektkurs i geospatial informationsvetenskap;5.0;17320;2020;46;10;0.50
SBA335;Individuell projektkurs i geospatial informationsvetenskap;5.0;17311;2022;45;3;0.50
SBA335;Individuell projektkurs i geospatial informationsvetenskap;5.0;17302;2023;45;8;0.50
SBA335;Individuell projektkurs i geospatial informationsvetenskap;5.0;17302;2024;46;8;0.25
SBA335;Individuell projektkurs i geospatial informationsvetenskap;5.0;17302;2025;46;8;0.25
IM726B;Industriell miljöledning;7.5;17406;2019;36;30;0.50
IO710A;Industriell organisation;7.5;27404;2015;4;46;0.50
IO710A;Industriell organisation;7.5;17407;2019;36;60;0.50
IEA010;Industriell projektledning;6.0;27401;2018;3;14;0.50
IEA010;Industriell projektledning;6.0;27405;2019;4;24;0.50
IEG501;Industriell statistik;7.5;17411;2019;46;10;0.50
TMG000;Ingenjörsportfolio I;1.0;18415;2016;36;30;0.50
TMG000;Ingenjörsportfolio I;1.0;18421;2017;35;30;0.50
TMG000;Ingenjörsportfolio I;1.0;18409;2019;36;45;0.50
TMG000;Ingenjörsportfolio I;1.0;18400;2020;36;45;0.50
TMG000;Ingenjörsportfolio I;1.0;18421;2021;35;45;0.50
TMG000;Ingenjörsportfolio I;1.0;18403;2022;35;50;0.50
TMG000;Ingenjörsportfolio I;1.0;7413;2015;1;22;0.50
TMG000;Ingenjörsportfolio I;1.0;18404;2023;35;45;0.50
TMG000;Ingenjörsportfolio I;1.0;18431;2024;36;45;0.25
TMG000;Ingenjörsportfolio I;1.0;18431;2025;36;45;0.25
TMG300;Ingenjörsportfolio II;1.0;18405;2016;36;30;0.50
TMG300;Ingenjörsportfolio II;1.0;18422;2017;35;20;0.50
TMG300;Ingenjörsportfolio II;1.0;18410;2019;36;40;0.50
TMG300;Ingenjörsportfolio II;1.0;18401;2020;36;40;0.50
TMG300;Ingenjörsportfolio II;1.0;18422;2021;35;40;0.50
TMG300;Ingenjörsportfolio II;1.0;18404;2022;35;28;0.50
TMG300;Ingenjörsportfolio II;1.0;18405;2023;35;45;0.50
TMG300;Ingenjörsportfolio II;1.0;18432;2024;36;45;0.25
TMG300;Ingenjörsportfolio II;1.0;18432;2025;36;45;0.25
DV017A;Inledande programmering i Java;7.5;28417;2013;4;30;0.50
DV017A;Inledande programmering i Java;7.5;38400;2013;29;30;0.50
DV017A;Inledande programmering i Java;7.5;18408;2013;35;30;0.50
DV017A;Inledande programmering i Java;7.5;28420;2014;4;30;0.50
DV017A;Inledande programmering i Java;7.5;18422;2014;35;30;0.50
DV017A;Inledande programmering i Java;7.5;28409;2015;4;30;0.50
DV017A;Inledande programmering i Java;7.5;38400;2015;4;319;1.00
DV017A;Inledande programmering i Java;7.5;28409;2016;4;38;0.50
DV017A;Inledande programmering i Java;7.5;38400;2016;1;130;1.00
DV017A;Inledande programmering i Java;7.5;28421;2017;4;60;0.50
DV017A;Inledande programmering i Java;7.5;28422;2018;3;50;0.50
DV017A;Inledande programmering i Java;7.5;18400;2018;36;50;0.50
DV017A;Inledande programmering i Java;7.5;28422;2019;4;80;0.50
DV017A;Inledande programmering i Java;7.5;18416;2019;36;80;0.50
DV017A;Inledande programmering i Java;7.5;28416;2020;4;30;0.50
DV017A;Inledande programmering i Java;7.5;18420;2020;36;80;0.50
DV017A;Inledande programmering i Java;7.5;28423;2021;3;100;0.50
DV017A;Inledande programmering i Java;7.5;18404;2021;35;120;0.50
DV017A;Inledande programmering i Java;7.5;28426;2022;3;120;0.50
DV017A;Inledande programmering i Java;7.5;28412;2023;3;120;0.50
DV017A;Inledande programmering i Java;7.5;18419;2023;35;102;0.50
DV017A;Inledande programmering i Java;7.5;18414;2024;36;102;0.25
DV017A;Inledande programmering i Java;7.5;28423;2024;3;150;0.25
DV017A;Inledande programmering i Java;7.5;18414;2025;36;102;0.25
DV017A;Inledande programmering i Java;7.5;28423;2025;3;150;0.25
IEG801;Innovation Management;7.5;27405;2015;4;30;0.50
IEG801;Innovation Management;7.5;27402;2016;4;50;0.50
IEG801;Innovation Management;7.5;27406;2017;4;53;0.50
IEG801;Innovation Management;7.5;17401;2019;46;60;0.50
IEA003;Innovation Management and Processes;7.5;27406;2015;4;30;0.50
DVG336;Interaktionsdesign;7.5;18423;2023;45;35;0.50
DVG336;Interaktionsdesign;7.5;18427;2024;46;35;0.50
DVG336;Interaktionsdesign;7.5;18427;2025;46;35;0.50
DV018A;Interaktiv www-hantering;7.5;28418;2013;4;30;0.50
DV018A;Interaktiv www-hantering;7.5;28422;2014;4;30;0.50
DV019A;Internet och webbdesign för humanister;7.5;18409;2013;35;30;0.50
DV019A;Internet och webbdesign för humanister;7.5;18408;2014;35;30;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28419;2013;4;30;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;18411;2013;35;30;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28424;2014;4;30;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;18425;2014;35;30;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28412;2015;4;30;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28401;2016;4;93;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28422;2016;14;4;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28423;2017;4;60;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28412;2017;14;5;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28424;2018;3;50;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28412;2018;13;11;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;18403;2018;36;50;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28423;2019;4;60;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28408;2019;14;15;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28419;2020;4;30;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28421;2021;3;60;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28405;2022;13;28;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28432;2023;3;100;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28424;2023;13;4;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28432;2024;13;1;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28429;2024;3;150;0.25
DVG001;Introduktion till Linux och små nätverk;7.5;28432;2025;13;1;0.50
DVG001;Introduktion till Linux och små nätverk;7.5;28429;2025;3;150;0.25
DVG000;Introduktion till att skapa appar för Android;7.5;28442;2013;4;30;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;18410;2013;35;30;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;28423;2014;4;30;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;18424;2014;35;30;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;28410;2015;4;40;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;28400;2016;4;76;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;28422;2017;4;60;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;28423;2018;3;50;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;18402;2018;36;50;0.50
DVG000;Introduktion till att skapa appar för Android;7.5;18401;2021;35;100;0.50
DVG018;Introduktion till att skapa appar för Android;7.5;18400;2023;35;100;0.50
DVG018;Introduktion till att skapa appar för Android;7.5;18417;2024;36;100;0.25
DVG018;Introduktion till att skapa appar för Android;7.5;18417;2025;36;100;0.25
DV025A;Introduktion till datakommunikation;7.5;28420;2013;4;30;0.50
DV025A;Introduktion till datakommunikation;7.5;28409;2014;4;30;0.50
DVG005;Introduktion till datakommunikation;7.5;28411;2015;4;50;0.50
DVG323;Introduktion till datakommunikation;7.5;28427;2016;4;46;0.50
DVG323;Introduktion till datakommunikation;7.5;28405;2017;4;41;0.50
DVG325;Introduktion till datakommunikation;7.5;28420;2018;3;45;0.50
DVG325;Introduktion till datakommunikation;7.5;28400;2019;4;60;0.50
DVG325;Introduktion till datakommunikation;7.5;28405;2020;4;30;0.50
DVG325;Introduktion till datakommunikation;7.5;28404;2021;3;45;0.50
DVG325;Introduktion till datakommunikation;7.5;28401;2022;3;53;0.50
DVG005;Introduktion till datakommunikation;7.5;28405;2023;3;0;0.50
DVG325;Introduktion till datakommunikation;7.5;28431;2023;3;39;0.50
DVG325;Introduktion till datakommunikation;7.5;28417;2024;3;30;0.50
DVG325;Introduktion till datakommunikation;7.5;28417;2025;3;30;0.50
SBG011;Introduktion till högre studier;7.5;17308;2015;36;70;0.50
SBG011;Introduktion till högre studier;7.5;17310;2019;36;80;0.50
SBG011;Introduktion till högre studier;7.5;17322;2020;36;30;0.50
SBG011;Introduktion till högre studier;7.5;17313;2022;35;55;0.50
SBG011;Introduktion till högre studier;7.5;17311;2021;35;65;0.50
SBG011;Introduktion till högre studier;7.5;17324;2023;35;50;0.50
SBG011;Introduktion till högre studier;7.5;17316;2024;36;50;0.50
SBG011;Introduktion till högre studier;7.5;17316;2025;36;50;0.50
IEA007;Introduktion till industriell ekonomi på avancerad nivå;3.0;17416;2019;36;24;0.50
SBG014;Introduktion till kvantitativa metoder och verktyg;3.75;37200;2022;1;30;0.50
SBG014;Introduktion till kvantitativa metoder och verktyg;3.75;27338;2024;13;30;0.25
SBG014;Introduktion till kvantitativa metoder och verktyg;3.75;27337;2024;3;30;0.25
SBG014;Introduktion till kvantitativa metoder och verktyg;3.75;27338;2025;13;30;0.25
SBG014;Introduktion till kvantitativa metoder och verktyg;3.75;27337;2025;3;30;0.25
DVG337;Introduktion till maskininlärning;7.5;18430;2023;1;30;0.25
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17200;2019;36;20;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17200;2020;36;20;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17201;2021;35;24;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17200;2022;35;14;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17201;2022;35;30;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17202;2024;36;32;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17200;2024;36;32;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17202;2025;36;32;0.50
SBG112;Introduktion till offentlig förvaltning och samhällsplanering;7.5;17200;2025;36;32;0.50
DVG017;Introduktion till programmering i Python;7.5;38401;2020;25;65;0.50
DVG017;Introduktion till programmering i Python;7.5;38401;2020;25;100;0.50
DVG017;Introduktion till programmering i Python;7.5;38401;2022;25;100;0.50
DVG017;Introduktion till programmering i Python;7.5;38400;2023;25;100;0.50
DVG017;Introduktion till programmering i Python;7.5;18429;2023;25;375;0.25
DVG017;Introduktion till programmering i Python;7.5;18416;2024;36;375;0.25
DVG017;Introduktion till programmering i Python;7.5;28430;2024;3;375;0.25
DVG017;Introduktion till programmering i Python;7.5;18416;2025;36;375;0.25
DVG017;Introduktion till programmering i Python;7.5;28430;2025;3;375;0.25
SBG111;Introduktion till samhällsplanering och geografi;7.5;17201;2019;36;35;0.50
SBG111;Introduktion till samhällsplanering och geografi;7.5;17201;2020;36;40;0.50
SBG111;Introduktion till samhällsplanering och geografi;7.5;17200;2021;35;40;0.50
SBG111;Introduktion till samhällsplanering och geografi;7.5;17202;2022;35;37;0.50
SBG111;Introduktion till samhällsplanering och geografi;7.5;17202;2023;35;35;0.50
SBG111;Introduktion till samhällsplanering och geografi;7.5;17201;2024;36;35;0.50
SBG111;Introduktion till samhällsplanering och geografi;7.5;17201;2025;36;35;0.50
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17319;2019;36;25;0.50
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17323;2020;36;0;0.50
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17308;2021;35;20;0.50
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17328;2022;35;10;0.50
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17338;2024;36;20;0.25
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17337;2024;36;20;0.25
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17338;2025;36;20;0.25
SBG612;Introduktion till studier på avancerad nivå i geospatial informationsvetenskap;5.0;17337;2025;36;20;0.25
DVG314;Introduktion till virtualisering och molntjänster;7.5;28416;2016;14;23;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28409;2017;14;24;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28413;2018;13;25;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28409;2019;14;30;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28400;2020;14;30;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28409;2021;13;50;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28408;2022;13;40;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28426;2023;13;50;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28415;2024;13;48;0.50
DVG314;Introduktion till virtualisering och molntjänster;7.5;28415;2025;13;48;0.50
DV022A;Introduktion till webbdesign;7.5;28421;2013;4;30;0.50
SBG091;Kartografi;7.5;27304;2018;3;33;0.50
SBG091;Kartografi;7.5;27317;2019;4;35;0.50
SBG091;Kartografi;7.5;27312;2020;4;45;0.50
SBG091;Kartografi;7.5;27316;2021;3;36;0.50
SBG091;Kartografi;7.5;27315;2022;3;36;0.50
SBG091;Kartografi;7.5;27319;2023;3;28;0.50
SBG091;Kartografi;7.5;27310;2024;3;36;0.50
SBG091;Kartografi;7.5;27310;2025;3;36;0.50
SB220A;Kartografi A;7.5;27313;2015;4;45;0.50
SB220A;Kartografi A;7.5;27314;2015;14;70;0.50
SB220A;Kartografi A;7.5;27309;2016;4;45;0.50
SB220A;Kartografi A;7.5;27316;2017;4;33;0.50
SB221B;Kartografi II;7.5;17313;2015;1;30;0.50
SBG010;Kartografi och CAD;7.5;27306;2016;14;45;0.50
SBG010;Kartografi och CAD;7.5;27308;2017;14;63;0.50
SBG010;Kartografi och CAD;7.5;17323;2017;1;30;0.50
SBG010;Kartografi och CAD;7.5;27322;2018;13;43;0.50
SBG010;Kartografi och CAD;7.5;27315;2019;14;50;0.50
SBG010;Kartografi och CAD;7.5;17309;2019;36;35;0.50
SBG010;Kartografi och CAD;7.5;27314;2020;14;50;0.50
SBG010;Kartografi och CAD;7.5;17310;2020;36;31;0.50
SBG010;Kartografi och CAD;7.5;27315;2021;13;25;0.50
SBG010;Kartografi och CAD;7.5;17313;2021;35;25;0.50
SBG010;Kartografi och CAD;7.5;27313;2022;13;21;0.50
SBG309;Kartografi och CAD;7.5;27316;2022;13;15;0.50
SBG010;Kartografi och CAD;7.5;17312;2022;35;28;0.50
SBG309;Kartografi och CAD;7.5;27318;2021;13;18;0.50
SBG010;Kartografi och CAD;7.5;27322;2023;13;25;0.50
SBG309;Kartografi och CAD;7.5;27320;2023;13;13;0.50
SBG010;Kartografi och CAD;7.5;17325;2023;35;8;0.50
SBG010;Kartografi och CAD;7.5;27308;2024;13;6;0.50
SBG309;Kartografi och CAD;7.5;27314;2024;13;30;0.50
SBG010;Kartografi och CAD;7.5;17300;2024;36;8;0.50
SBG010;Kartografi och CAD;7.5;27308;2025;13;6;0.50
SBG309;Kartografi och CAD;7.5;27314;2025;13;30;0.50
SBG010;Kartografi och CAD;7.5;17300;2025;36;8;0.50
SBG310;Kartografi och GIS;7.5;17326;2020;46;20;0.50
SBG310;Kartografi och GIS;7.5;17309;2021;45;22;0.50
SBG310;Kartografi och GIS;7.5;17318;2022;45;22;0.50
SBG310;Kartografi och GIS;7.5;17326;2023;45;30;0.50
SBG310;Kartografi och GIS;7.5;17322;2024;46;30;0.50
SBG310;Kartografi och GIS;7.5;17322;2025;46;30;0.50
DVG508;Karttjänster med Open Source;5.0;28417;2017;4;12;0.50
DVG508;Karttjänster med Open Source;5.0;28400;2018;3;10;0.50
DVG508;Karttjänster med Open Source;5.0;28410;2019;4;15;0.50
DVG508;Karttjänster med Open Source;5.0;28411;2020;4;30;0.50
DVG508;Karttjänster med Open Source;5.0;28414;2021;3;7;0.50
DVG508;Karttjänster med Open Source;5.0;18412;2021;35;8;0.50
DVG508;Karttjänster med Open Source;5.0;18424;2023;35;12;0.50
DVG508;Karttjänster med Open Source;5.0;18429;2024;36;12;0.50
DVG508;Karttjänster med Open Source;5.0;18429;2025;36;12;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18412;2017;45;30;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18401;2019;46;55;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18414;2020;46;45;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18413;2021;45;45;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18413;2022;45;40;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18401;2023;45;75;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18419;2024;46;75;0.50
DVG311;Klientutveckling på mobila enheter;7.5;18419;2025;46;75;0.50
MTG504;Konstruktion och simulering med finita elementmetoden;7.5;26204;2015;14;30;0.50
MTG504;Konstruktion och simulering med finita elementmetoden;7.5;26206;2016;14;30;0.50
MTG504;Konstruktion och simulering med finita elementmetoden;7.5;26204;2017;14;35;0.50
MTG504;Konstruktion och simulering med finita elementmetoden;7.5;26203;2018;13;11;0.50
MTG504;Konstruktion och simulering med finita elementmetoden;7.5;26205;2019;14;20;0.50
KS710A;Kvalitetsstyrning I;7.5;27408;2015;14;140;0.50
KS710A;Kvalitetsstyrning I;7.5;27405;2016;14;90;0.50
KS710A;Kvalitetsstyrning I;7.5;27402;2017;14;75;0.50
KS710A;Kvalitetsstyrning I;7.5;27407;2018;13;90;0.50
KS710A;Kvalitetsstyrning I;7.5;27408;2019;14;70;0.50
KS712A;Kvalitetsstyrning, distans;7.5;27407;2015;4;30;0.50
KS712A;Kvalitetsstyrning, distans;7.5;27401;2016;4;82;0.50
KS712A;Kvalitetsstyrning, distans;7.5;27412;2017;4;50;0.50
KS712A;Kvalitetsstyrning, distans;7.5;27406;2018;3;36;0.50
KS712A;Kvalitetsstyrning, distans;7.5;27411;2019;4;30;0.50
KS720B;Kvalitetsutveckling;7.5;27409;2015;14;37;0.50
KS720B;Kvalitetsutveckling;7.5;27410;2016;14;40;0.50
KS720B;Kvalitetsutveckling;7.5;27403;2017;4;34;0.50
KS720B;Kvalitetsutveckling;7.5;27408;2018;3;38;0.50
KS720B;Kvalitetsutveckling;7.5;27409;2019;4;40;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28425;2015;4;30;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28408;2016;4;6;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28428;2017;4;6;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28429;2018;3;12;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28427;2019;4;30;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28422;2020;4;21;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28426;2021;3;5;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28424;2022;3;4;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28415;2023;3;30;0.50
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28427;2024;3;30;0.25
BEG306;Kvantitativ riskanalys för beslutsfattande;7.5;28427;2025;3;30;0.25
SBG325;Laserskanning;7.5;27328;2023;3;3;0.50
SBG325;Laserskanning;7.5;27321;2024;3;30;0.50
SBG325;Laserskanning;7.5;27321;2025;3;30;0.50
SB205C;Laserskanning från marken och luften;7.5;17314;2019;36;35;0.50
